INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4521, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4522, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4523, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4524, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4525, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4526, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4527, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4528, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4529, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4530, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4531, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4532, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4533, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4534, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4535, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4536, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4537, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4538, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4539, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4540, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4541, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4542, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4543, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4544, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4545, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4546, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4547, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4548, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4549, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4550, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4551, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4552, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4553, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4554, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4555, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4556, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4557, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4558, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4559, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4560, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4561, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4562, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4563, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4564, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4565, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4566, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4567, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4568, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4569, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4570, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4571, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4572, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4573, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4574, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4575, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4576, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4577, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4578, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4579, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4580, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4581, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4582, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4583, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4584, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4585, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4586, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4587, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4588, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4589, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4590, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4591, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4592, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4593, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4594, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4595, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4596, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4597, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4598, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4599, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4600, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4601, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4602, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4603, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4604, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4605, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4606, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4607, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4608, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4609, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4610, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4611, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4612, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4613, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4614, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4615, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4616, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4617, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4618, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4619, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4620, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4621, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4622, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4623, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4624, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4625, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4626, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4627, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4628, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4629, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4630, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4631, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4632, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4633, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4634, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4635, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4636, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4637, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4638, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4639, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4640, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4641, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4642, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4643, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4644, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4645, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4646, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4647, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4648, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4649, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4650, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4651, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4652, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4653, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4654, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4655, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4656, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4657, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4658, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4659, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4660, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4661, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4662, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4663, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4664, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4665, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4666, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4667, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4668, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4669, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4670, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4671, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4672, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4673, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4674, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4675, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4676, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4677, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4678, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4679, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4680, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4681, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4682, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4683, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4684, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4685, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4686, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4687, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4688, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4689, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4690, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4691, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4692, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4693, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4694, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4695, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4696, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4697, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4698, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4699, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4700, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4701, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4702, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4703, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4704, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4705, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4706, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4707, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4708, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4709, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4710, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4711, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4712, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4713, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4714, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4715, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4716, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4717, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4718, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4719, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4720, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4721, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4722, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4723, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4724, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4725, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4726, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4727, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4728, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4729, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4730, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4731, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4732, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4733, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4734, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4735, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4736, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4737, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4738, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4739, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4740, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4741, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4742, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4743, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4744, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4745, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4746, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4747, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4748, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4749, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4750, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4751, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4752, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4753, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4754, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4755, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (4756, '이상욱', '7605281111111');
