INSERT INTO MEMBERSHIP  VALUES (1, '5358531775858667', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9079, '7778752038832268', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9080, '1754674696466173', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9081, '2100542629031975', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9082, '6515626939996431', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9083, '7144720179706467', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9084, '4759863648242742', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9085, '6616292233782184', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9086, '2956838494318143', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9087, '9830644045206822', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9088, '2931745770859165', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9089, '5148095757164240', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9090, '9109531028568237', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9091, '4930206088035270', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9092, '7194294422517273', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9093, '0131950913196408', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9094, '2335153818849394', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9095, '1939708594430973', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9096, '8675431751804062', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9097, '7793450609316238', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9098, '7220128015266066', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9099, '8145799992503132', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9100, '7199385452860922', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9101, '5398056496058676', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9102, '3814121854605917', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9103, '6586691650205422', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9104, '3973359397301437', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9105, '7616516328698459', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9106, '3817737193795896', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9107, '4097570040301669', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9108, '4116528527468589', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9109, '7535995620791647', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9110, '4007615787329601', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9111, '9662139667518161', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9112, '4304710475085627', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9113, '6136084784071070', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9114, '8167040018725550', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9115, '8453034463757416', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9116, '7686150868716585', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9117, '9257845439249516', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9118, '2465182291646405', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9119, '1612599936130100', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9120, '1364641183074254', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9121, '0618704736645149', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9122, '7602326570035318', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9123, '3069170342886820', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9124, '5213707982421476', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9125, '4388269312936518', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9126, '3300419098878024', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9127, '3066985135740674', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9128, '5855577106865519', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9129, '1185390687754377', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9130, '0168741102320377', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9131, '5606808050795520', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9132, '9010732536116089', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9133, '5699107221565146', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9134, '0223293075894225', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9135, '6755014513341940', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9136, '0264114082586546', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9137, '4728301826695195', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9138, '7076772665487293', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9139, '7941516560173870', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9140, '6821876807992983', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9141, '0072356058320373', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9142, '9773107584352369', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9143, '1065538498042887', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9144, '3580555600448952', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9145, '7342231007538876', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9146, '3224491040669985', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9147, '1413591321700801', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9148, '1777366922006887', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9149, '8570562864012214', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9150, '9555202037489299', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9151, '5409174917439420', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9152, '0466346854811906', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9153, '8886682293689924', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9154, '8842865620791583', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9155, '0628026072641297', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9156, '9346378388551094', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9157, '3621437442461952', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9158, '5273923851652408', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9159, '1240581980026176', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9160, '8497018607526025', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9161, '8719881940267842', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9162, '2563338414151930', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9163, '7578294397384735', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9164, '5763742708508449', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9165, '4108972693530158', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9166, '4318797839026943', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9167, '6593294162022460', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9168, '3884430289161015', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9169, '4758247669733232', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9170, '0600287214565422', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9171, '1678024558102858', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9172, '0520829581342344', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9173, '6919783146236567', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9174, '6128103722979811', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9175, '7069599932386547', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9176, '6120877111121608', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9177, '3198155867982907', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9178, '9200818531594102', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9179, '4966249558523725', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9180, '1256639698548483', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9181, '6005938550740420', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9182, '4782634692433799', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9183, '3025973983179164', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9184, '9408746200638313', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9185, '2654648559383271', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9186, '8756610907760448', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9187, '9138558710054466', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9188, '3412560816091799', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9189, '4102746894652347', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9190, '0647289412109598', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9191, '9686768267587194', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9192, '7023854235923294', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9193, '0909081221807089', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9194, '8647937573235917', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9195, '8575180643795248', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9196, '7897473620692644', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9197, '9901387143815762', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9198, '3708423622881753', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9199, '9035037587962841', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9200, '0870399478604765', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9201, '2755585728569603', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9202, '0366206328294921', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9203, '2434516879913223', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9204, '3457735716678640', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9205, '1170877910811426', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9206, '2837831341489231', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9207, '7656506987261633', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9208, '1118957332120371', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9209, '1754275984404086', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9210, '2104007067694617', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9211, '5670751470139114', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9212, '3709823236618426', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9213, '7562445300313898', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9214, '0695356288930481', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9215, '8580772352085609', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9216, '0094827969137603', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9217, '7449700558535619', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9218, '4393257677648211', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9219, '4029832675568818', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9220, '2355259515841197', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9221, '2867921483988617', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9222, '5334137632787814', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9223, '9535557692481681', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9224, '8025517268920346', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9225, '8599165464143325', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9226, '9283120443726082', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9227, '5888004149398810', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9228, '3930286828142648', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9229, '9264429757641865', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9230, '1621169009795495', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9231, '3622466992696341', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9232, '5894199101005296', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9233, '3741168426864326', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9234, '1361293231810538', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9235, '5525046787456710', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9236, '9782568696320081', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9237, '4675608509182650', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9238, '9019731135268983', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9239, '3750983728799398', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9240, '8750976467969845', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9241, '6468475229482807', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9242, '4503444399441016', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9243, '4777845388906343', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9244, '3824034774680006', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9245, '0061294577066983', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9246, '1661446801142653', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9247, '8716586979127757', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9248, '7894563136956738', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9249, '5853015207894136', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9250, '9039428584919034', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9251, '3425048727197951', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9252, '4008069977579974', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9253, '3146975595975409', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9254, '5449653643794862', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9255, '0551352638319181', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9256, '1689915967563435', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9257, '1203040728906184', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9258, '5848721516408029', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9259, '6596150337382215', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9260, '7263770902236603', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9261, '8907050386998693', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9262, '0038651461154549', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9263, '9260621992732235', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9264, '6234653342086520', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9265, '1117074819628749', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9266, '3443674515185475', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9267, '6618507643484729', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9268, '9261993834898221', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9269, '0155089833199040', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9270, '9946665172610521', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9271, '2712009139839298', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9272, '7961614658124710', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9273, '2234324402987355', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9274, '6841433836183207', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9275, '2582065066721537', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9276, '7171186926398803', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9277, '4261498427463527', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9278, '1956920401747757', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9279, '0594347188489039', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9280, '1688540747395010', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9281, '3269693143032097', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9282, '9231861692595991', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9283, '7796551587376560', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9284, '8979378857883758', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9285, '0785208703218949', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9286, '0633383021790734', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9287, '8148835461877027', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9288, '3012439714984933', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9289, '5810830841028255', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9290, '8562178004443512', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9291, '9233006219937268', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9292, '1966725672022883', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9293, '7022461452983449', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9294, '1580715842700923', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9295, '9549660729457337', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9296, '5488230053261173', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9297, '3623932190180013', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9298, '4044843067401800', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9299, '3632895737895375', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9300, '5731407164448625', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9301, '9678973689803516', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9302, '8175765653463639', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9303, '2543468710339518', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9304, '4525671497823105', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9305, '6429204162113512', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (9306, '9043850122436786', 'SHINHAN', 10000, sysdate, 1, '1201'); 
